placeholder,site,plant_code,species,block,plot,div,c_i,flood,canopy_openness,date,experiment_observation,notes,species2,plant_code2,experiment_final_intermediate,nlvs_per_ind,wilmer_code,wilmer_herb_total,wilmer_lep1_ID,wilmer_lep1_perc,wilmer_lep2_ID,wilmer_lep2_perc,wilmer_coleop1_ID,wilmer_coleop1_perc,wilmer_coleop2_ID,wilmer_coleop2_perc,wilmer_other1_ID,wilmer_other1_perc,wilmer_other2_ID,wilmer_other2_perc,wilmer_notes,wilmer_notes_perc_UNCLEAR,wilmer_spec_total_lf,wilmer_gen_total_lf,wilmer_spec_total_plant,wilmer_gen_total_plant,wilmer_rich_lf,wilmer_rich_plant,field_specialist,field_generalist,field_eois,field_num_other_leps,field_quadrus,
9792,Brazil,430,vicosanum,1,A1,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,40,,,Geometridae,15,Chrysomelidae,5,,,,,Acridinae,20,,,,,,,,,,,,,,
9793,Brazil,430,vicosanum,1,A1,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,15,,,,,Chrysomelidae,4,,,,,Acridinae,11,,,,,,,,,,,,,,
9794,Brazil,430,vicosanum,1,A1,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,10,,,,,Chrysomelidae,2,,,,,Acridinae,8,,,,,,,,,,,,,,
9795,Brazil,430,vicosanum,1,A1,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,18,,,,,Chrysomelidae,3,,,,,Acridinae,15,,,,,,,,,,,,,,
9796,Brazil,430,vicosanum,1,A1,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,28,,,Geometridae,10,Chrysomelidae,3,,,,,Acridinae,15,,,,,,,,,,,,,,
9797,Brazil,431,vicosanum,1,A1,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,16,,,,,Chrysomelidae,2,,,,,,,hoja dañada,14,,,,,,,,,,,,
9798,Brazil,431,vicosanum,1,A1,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,14,,,,,Chrysomelidae,2,,,,,Acridinae,12,,,,,,,,,,,,,,
9799,Brazil,431,vicosanum,1,A1,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,8,,,,,Chrysomelidae,1,,,,,Acridinae,7,,,,,,,,,,,,,,
9800,Brazil,431,vicosanum,1,A1,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,12,,,,,Chrysomelidae,2,,,,,,,hoja dañada,12,,,,,,,,,,,,
9801,Brazil,431,vicosanum,1,A1,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,2,,,,,Chrysomelidae,1,,,,,Acridinae,1,,,,,,,,,,,,,,
9802,Brazil,415,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,5,,,,,,,,,,,Acridinae,5,,,,,,,,,,,,,,
9803,Brazil,415,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,24,,,,,,,,,,,Acridinae,24,,,,,,,,,,,,,,
9804,Brazil,415,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,14,,,,,,,,,,,Acridinae,14,,,,,,,,,,,,,,
9805,Brazil,413,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,2,,,,,Chrysomelidae,2,,,,,Acridinae,1,,,,,,,,,,,,,,
9806,Brazil,417,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9807,Brazil,417,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,6,,,,,,,,,,,Acridinae,6,,,,,,,,,,,,,,
9808,Brazil,417,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,35,,,,,Chrysomelidae,5,,,,,Acridinae,30,,,,,,,,,,,,,,
9809,Brazil,417,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,60,,,,,Chrysomelidae,20,Curculionidae,10,,,Acridinae,30,,,,,,,,,,,,,,
9810,Brazil,417,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9811,Brazil,417,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,30,,,,,,,,,,,Acridinae,30,,,,,,,,,,,,,,
9812,Brazil,417,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,75,,,Erebidae,75,,,,,,,,,,,,,,,,,,,,,,
9813,Brazil,417,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,8,,,,,Chrysomelidae,2,,,,,Acridinae,6,,,,,,,,,,,,,,
9814,Brazil,417,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,2,,,,,Chrysomelidae,2,,,,,,,,,,,,,,,,,,,,
9815,Brazil,419,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,75,,,Apatelodidae,75,,,,,,,,,,,,,,,,,,,,,,
9816,Brazil,419,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,70,,,Apatelodidae,68,Chrysomelidae,2,,,,,,,,,,,,,,,,,,,,
9817,Brazil,419,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,30,,,,,,,,,,,Acridinae,30,,,,,,,,,,,,,,
9818,Brazil,420,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,6,,,,,Chrysomelidae,6,,,,,,,,,,,,,,,,,,,,
9819,Brazil,420,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,25,,,,,,,,,,,Acridinae,25,,,,,,,,,,,,,,
9820,Brazil,420,corcovadense,1,B1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,50,,,,,Chrysomelidae,5,,,,,Acridinae,45,,,,,,,,,,,,,,
9821,Brazil,439,lepturum,1,C1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,5,,,,,Chrysomelidae,4,Curculionidae,1,,,,,,,,,,,,,,,,,,
9822,Brazil,440,lepturum,1,C1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,3,,,,,Chrysomelidae,2,,,,,Acridinae,1,,,,,,,,,,,,,,
9823,Brazil,440,lepturum,1,C1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,25,,,,,Chrysomelidae,2,,,,,Acridinae,23,,,,,,,,,,,,,,
9824,Brazil,441,lepturum,1,C1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,18,,,,,,,,,,,Acridinae,18,,,,,,,,,,,,,,
9825,Brazil,441,lepturum,1,C1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,8,,,,,,,,,,,Acridinae,8,,,,,,,,,,,,,,
9826,Brazil,442,lepturum,1,C1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,10,,,,,,,,,,,Acridinae,10,,,,,,,,,,,,,,
9827,Brazil,404,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,30,,,,,,,,,,,Acridinae,30,,,,,,,,,,,,,,
9828,Brazil,404,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,70,,,,,,,,,,,Acridinae,70,,,,,,,,,,,,,,
9829,Brazil,404,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,50,,,,,,,,,,,Acridinae,50,,,,,,,,,,,,,,
9830,Brazil,405,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,18,,,,,,,,,,,Acridinae,18,,,,,,,,,,,,,,
9831,Brazil,408,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,14,,,,,Chrysomelidae,2,,,,,Acridinae,12,,,,,,,,,,,,,,
9832,Brazil,408,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,12,,,,,,,,,,,Acridinae,12,,,,,,,,,,,,,,
9833,Brazil,453,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,10,,,,,Chrysomelidae,2,,,,,Acridinae,8,,,,,,,,,,,,,,
9834,Brazil,453,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,20,,,Apatelodidae,10,Chrysomelidae,2,,,,,Acridinae,8,,,,,,,,,,,,,,
9835,Brazil,453,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,25,,,,,,,,,,,Acridinae,25,,,,,,,,,,,,,,
9836,Brazil,453,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,14,,,,,Chrysomelidae,3,,,,,Acridinae,11,,,,,,,,,,,,,,
9837,Brazil,454,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,8,,,,,Chrysomelidae,8,,,,,,,,,,,,,,,,,,,,
9838,Brazil,454,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,20,,,,,Chrysomelidae,6,,,,,Acridinae,6,,,,,,,,,,,,,,
9839,Brazil,454,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,7,,,,,Chrysomelidae,3,,,,,Acridinae,4,,,,,,,,,,,,,,
9840,Brazil,454,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,4,,,,,,,,,,,Acridinae,4,,,,,,,,,,,,,,
9841,Brazil,455,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,18,,,,,Chrysomelidae,2,,,,,Acridinae,16,,,,,,,,,,,,,,
9842,Brazil,406,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,14,,,Apatelodidae,14,,,,,,,,,,,,,,,,,,,,,,
9843,Brazil,406,vicosanum,1,D1,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,13,,,,,,,,,,,Acridinae,13,,,,,,,,,,,,,,
9844,Brazil,409,lepturum,1,E1,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,10,,,Geometridae,10,,,,,,,,,,,,,,,,,,,,,,
9845,Brazil,409,lepturum,1,E1,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,4,,,Geometridae,4,,,,,,,,,,,,,,,,,,,,,,
9846,Brazil,411,lepturum,1,E1,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,3,,,,,Chrysomelidae,3,,,,,,,,,,,,,,,,,,,,
9847,Brazil,412,vicosanum,1,E1,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,25,,,,,Chrysomelidae,5,,,,,Acridinae,20,,,,,,,,,,,,,,
9848,Brazil,412,vicosanum,1,E1,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,75,,,,,Chrysomelidae,2,,,,,Acridinae,73,,,,,,,,,,,,,,
9849,Brazil,412,vicosanum,1,E1,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,50,,,,,Chrysomelidae,3,,,,,Acridinae,47,,,,,,,,,,,,,,
9850,Brazil,412,vicosanum,1,E1,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,25,,,Geometridae,9,Chrysomelidae,3,,,,,Acridinae,13,,,,,,,,,,,,,,
9851,Brazil,412,vicosanum,1,E1,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,6,,,,,Chrysomelidae,2,,,,,Acridinae,4,,,,,,,,,,,,,,
9852,Brazil,412,vicosanum,1,E1,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,5,,,,,Chrysomelidae,3,Curculionidae,2,,,,,,,,,,,,,,,,,,
9853,Brazil,445,vicosanum,1,E1,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,40,,,,,Chrysomelidae,8,,,,,Acridinae,32,,,,,,,,,,,,,,
9854,Brazil,445,vicosanum,1,E1,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,6,,,,,Chrysomelidae,6,,,,,,,,,,,,,,,,,,,,
9855,Brazil,451,corcovadense,1,E1,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,50,,,,,,,,,,,Acridinae,50,,,,,,,,,,,,,,
9856,Brazil,397,corcovadense,1,F1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,25,,,Apatelodidae,25,,,,,,,,,,,,,,,,,,,,,,
9857,Brazil,397,corcovadense,1,F1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,60,,,Apatelodidae,60,,,,,,,,,,,,,,,,,,,,,,
9858,Brazil,398,corcovadense,1,F1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,9,,,Apatelodidae,9,,,,,,,,,,,,,,,,,,,,,,
9859,Brazil,401,corcovadense,1,F1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,25,,,,,,,,,,,Acridinae,25,,,,,,,,,,,,,,
9860,Brazil,402,corcovadense,1,F1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,18,,,,,,,,,,,Acridinae,18,,,,,,,,,,,,,,
9861,Brazil,402,corcovadense,1,F1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,90,,,,,,,,,,,Acridinae,90,,,,,,,,,,,,,,
9862,Brazil,402,corcovadense,1,F1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,10,,,,,,,,,,,Acridinae,10,,,,,,,,,,,,,,
9863,Brazil,402,corcovadense,1,F1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,75,,,Geometridae,75,,,,,,,,,,,,,,,,,,,,,,
9864,Brazil,402,corcovadense,1,F1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,12,,,,,Chrysomelidae,12,,,,,,,,,,,,,,,,,,,,
9865,Brazil,402,corcovadense,1,F1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,70,,,,,Chrysomelidae,10,,,,,Acridinae,60,,,,,,,,,,,,,,
9866,Brazil,422,lepturum,1,G1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,4,,,,,,,,,,,Acridinae,4,,,,,,,,,,,,,,
9867,Brazil,423,lepturum,1,G1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,23,,,,,,,,,,,Acridinae,25,,,,,,,,,,,,,,
9868,Brazil,423,lepturum,1,G1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,2,,,,,,,,,,,Acridinae,2,,,,,,,,,,,,,,
9869,Brazil,424,lepturum,1,G1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,8,Geometridae/eois,8,,,,,,,,,,,,,,,,,,,,,,,,
9870,Brazil,424,lepturum,1,G1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,4,,,,,Chrysomelidae,1,,,,,Acridinae,3,,,,,,,,,,,,,,
9871,Brazil,425,lepturum,1,G1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,30,Geometridae/eois,8,,,Chrysomelidae,3,,,,,Acridinae,19,,,,,,,,,,,,,,
9872,Brazil,433,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,25,Geometridae/eois,8,,,Chrysomelidae,2,,,,,Acridinae,15,,,,,,,,,,,,,,
9873,Brazil,434,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,20,,,,,,,,,,,Acridinae,20,,,,,,,,,,,,,,
9874,Brazil,434,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,25,,,,,,,,,,,Acridinae,25,,,,,,,,,,,,,,
9875,Brazil,434,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,3,,,,,Chrysomelidae,1,,,,,Acridinae,2,,,,,,,,,,,,,,
9876,Brazil,435,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,10,,,,,Chrysomelidae,2,,,,,Acridinae,8,,,,,,,,,,,,,,
9877,Brazil,436,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,3,,,,,,,,,,,Acridinae,3,,,,,,,,,,,,,,
9878,Brazil,436,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,4,,,,,,,,,,,Acridinae,4,,,,,,,,,,,,,,
9879,Brazil,437,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,3,,,,,,,,,,,Acridinae,3,,,,,,,,,,,,,,
9880,Brazil,437,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,2,,,,,,,,,,,Acridinae,2,,,,,,,,,,,,,,
9881,Brazil,437,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,5,,,,,Chrysomelidae,1,,,,,,,hoja seca,4,,,,,,,,,,,,
9882,Brazil,452,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,4,,,,,Chrysomelidae,2,,,,,Acridinae,2,,,,,,,,,,,,,,
9883,Brazil,452,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,60,,,,,,,,,,,Acridinae,50,hoja seca,10,,,,,,,,,,,,
9884,Brazil,452,vicosanum,1,H1,one,ind,NA,,,experiment,NA,,,2,0,03/01/19,6,,,,,Chrysomelidae,2,,,,,,,hoja seca,4,,,,,,,,,,,,
9885,Brazil,382,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,4,,,,,Chrysomelidae,4,,,,,,,,,,,,,,,,,,,,
9886,Brazil,382,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,60,,,,,,,,,,,Acridinae,40,,,,,,,,,,,,,,
9887,Brazil,382,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,20,,,,,,,,,,,Acridinae,20,,,,,,,,,,,,,,
9888,Brazil,382,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,2,,,,,,,,,,,Acridinae,2,,,,,,,,,,,,,,
9889,Brazil,382,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,3,,,,,Chrysomelidae,3,,,,,,,,,,,,,,,,,,,,
9890,Brazil,382,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,4,,,,,,,,,,,Acridinae,4,,,,,,,,,,,,,,
9891,Brazil,382,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,2,,,,,,,,,,,Acridinae,2,,,,,,,,,,,,,,
9892,Brazil,384,corcovadense,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,55,,,,,Chrysomelidae,4,,,,,Acridinae,51,,,,,,,,,,,,,,
9893,Brazil,384,corcovadense,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,30,,,,,,,,,,,Acridinae,30,,,,,,,,,,,,,,
9894,Brazil,449,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,45,,,,,Chrysomelidae,10,,,,,Acridinae,35,,,,,,,,,,,,,,
9895,Brazil,449,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,23,Geometridae/eois,6,,,Chrysomelidae,5,,,,,Acridinae,12,,,,,,,,,,,,,,
9896,Brazil,449,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,25,,,,,Chrysomelidae,4,,,,,Acridinae,21,,,,,,,,,,,,,,
9897,Brazil,449,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,65,,,,,Chrysomelidae,5,,,,,Acridinae,60,,,,,,,,,,,,,,
9898,Brazil,449,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,8,,,,,,,,,,,Acridinae,8,,,,,,,,,,,,,,
9899,Brazil,449,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,7,,,,,Chrysomelidae,2,,,,,Acridinae,5,,,,,,,,,,,,,,
9900,Brazil,449,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,1,,,,,Chrysomelidae,1,,,,,,,,,,,,,,,,,,,,
9901,Brazil,449,vicosanum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,20,,,Apatelodidae,20,,,,,,,,,,,,,,,,,,,,,,
9902,Brazil,494,lepturum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,3,,,,,Chrysomelidae,1,Curculionidae,2,,,,,,,,,,,,,,,,,,
9903,Brazil,494,lepturum,2,A2,three,clone,NA,,,experiment,NA,,,2,0,03/01/19,1,,,,,Chrysomelidae,1,,,,,,,,,,,,,,,,,,,,
9904,Brazil,357,corcovadense,2,B2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,50,,,,,,,,,,,Acridinae,50,,,,,,,,,,,,,,
9905,Brazil,357,corcovadense,2,B2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,8,,,,,Chrysomelidae,8,,,,,,,,,,,,,,,,,,,,
9906,Brazil,369,lepturum,2,C2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,2,,,,,,,,,,,Acridinae,2,,,,,,,,,,,,,,
9907,Brazil,370,lepturum,2,C2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,4,,,,,Chrysomelidae,4,,,,,,,,,,,,,,,,,,,,
9908,Brazil,370,lepturum,2,C2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,20,,,,,Chrysomelidae,10,,,,,Acridinae,10,,,,,,,,,,,,,,
9909,Brazil,372,lepturum,2,C2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,3,Geometridae/eois,3,,,,,,,,,,,,,,,,,,,,,,,,
9910,Brazil,372,lepturum,2,C2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,4,Geometridae/eois,4,,,,,,,,,,,,,,,,,,,,,,,,
9911,Brazil,372,lepturum,2,C2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,10,Geometridae/eois,5,,,Chrysomelidae,1,,,,,Acridinae,4,,,,,,,,,,,,,,
9912,Brazil,446,lepturum,2,C2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,10,,,,,,,,,,,Acridinae,10,,,,,,,,,,,,,,
9913,Brazil,385,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,14,,,,,Chrysomelidae,2,,,,,Acridinae,12,,,,,,,,,,,,,,
9914,Brazil,385,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,8,,,,,Chrysomelidae,6,,,,,Acridinae,2,,,,,,,,,,,,,,
9915,Brazil,385,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,10,Geometridae/eois,10,,,,,,,,,,,,,,,,,,,,,,,,
9916,Brazil,385,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,6,Geometridae/eois,3,,,,,,,,,Acridinae,3,,,,,,,,,,,,,,
9917,Brazil,385,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,40,,,,,,,,,,,Acridinae,40,,,,,,,,,,,,,,
9918,Brazil,385,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,7,Geometridae/eois,6,,,Chrysomelidae,1,,,,,,,,,,,,,,,,,,,,
9919,Brazil,385,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,12,,,,,Chrysomelidae,1,,,,,Acridinae,11,,,,,,,,,,,,,,
9920,Brazil,385,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,25,Geometridae/eois,10,,,,,,,,,Acridinae,15,,,,,,,,,,,,,,
9921,Brazil,386,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,4,,,Apatelodidae,4,,,,,,,,,,,,,,,,,,,,,,
9922,Brazil,386,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,5,,,,,,,,,,,Acridinae,5,,,,,,,,,,,,,,
9923,Brazil,387,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,20,Geometridae/eois,10,,,,,,,,,Acridinae,10,,,,,,,,,,,,,,
9924,Brazil,387,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,50,,,,,Chrysomelidae,10,,,,,Acridinae,40,,,,,,,,,,,,,,
9925,Brazil,387,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,6,,,,,,,,,,,Acridinae,6,,,,,,,,,,,,,,
9926,Brazil,387,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,2,,,,,Chrysomelidae,2,,,,,,,,,,,,,,,,,,,,
9927,Brazil,387,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,1,,,,,Chrysomelidae,1,,,,,,,,,,,,,,,,,,,,
9928,Brazil,387,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,2,,,,,Chrysomelidae,1,,,,,Acridinae,1,,,,,,,,,,,,,,
9929,Brazil,387,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,15,,,,,,,,,,,Acridinae,15,,,,,,,,,,,,,,
9930,Brazil,388,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,20,,,Geometridae,10,,,,,,,Acridinae,10,,,,,,,,,,,,,,
9931,Brazil,388,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,16,,,,,,,,,,,Acridinae,16,,,,,,,,,,,,,,
9932,Brazil,388,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,40,,,,,,,,,,,Acridinae,40,,,,,,,,,,,,,,
9933,Brazil,389,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,25,,,,,,,,,,,Acridinae,25,,,,,,,,,,,,,,
9934,Brazil,389,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,16,,,,,,,,,,,Acridinae,16,,,,,,,,,,,,,,
9935,Brazil,389,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,5,,,,,Chrysomelidae,3,,,,,Acridinae,2,,,,,,,,,,,,,,
9936,Brazil,389,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,4,,,,,Chrysomelidae,1,,,,,Acridinae,1,,,,,,,,,,,,,,
9937,Brazil,389,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,10,,,,,,,,,,,Acridinae,10,,,,,,,,,,,,,,
9938,Brazil,450,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,13,,,,,Chrysomelidae,2,,,,,Acridinae,11,,,,,,,,,,,,,,
9939,Brazil,450,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,20,,,Apatelodidae,20,,,,,,,,,,,,,,,,,,,,,,
9940,Brazil,450,vicosanum,2,D2,one,clone,NA,,,experiment,NA,,,2,0,03/01/19,14,,,,,Chrysomelidae,4,,,,,Acridinae,10,,,,,,,,,,,,,,
9941,Brazil,393,vicosanum,2,E2,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,14,,,Geometridae,14,,,,,,,,,,,,,,,,,,,,,,
9942,Brazil,394,vicosanum,2,E2,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,50,,,,,,,,,,,Acridinae,50,,,,,,,,,,,,,,
9943,Brazil,394,vicosanum,2,E2,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,2,,,,,Chrysomelidae,2,,,,,,,,,,,,,,,,,,,,
9944,Brazil,396,corcovadense,2,E2,three,ind,NA,,,experiment,NA,,,2,0,03/01/19,3,,,,,Chrysomelidae,3,,,,,,,,,,,,,,,,,,,,
